label,svg
25,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""spiralGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient></defs><g transform=""translate(128,128)""><path d=""M 0 0 Q 50 -50 100 0 T 200 0 T 300 0 T 400 0 T 500 0 T 600 0 T 700 0 T 800 0 T 900 0 T 1000 0"" stroke=""url(#spiralGradient)"" stroke-width=""10"" fill=""none"" transform=""rotate(45) scale(0.1)""/><path d=""M 0 0 Q 50 -50 100 0 T 200 0 T 300 0 T 400 0 T 500 0 T 600 0 T 700 0 T 800 0 T 900 0 T 1000 0"" stroke=""url(#spiralGradient)"" stroke-width=""10"" fill=""none"" transform=""rotate(135) scale(0.1)""/><path d=""M 0 0 Q 50 -50 100 0 T 200 0 T 300 0 T 400 0 T 500 0 T 600 0 T 700 0 T 800 0 T 900 0 T 1000 0"" stroke=""url(#spiralGradient)"" stroke-width=""10"" fill=""none"" transform=""rotate(225) scale(0.1)""/><path d=""M 0 0 Q 50 -50 100 0 T 200 0 T 300 0 T 400 0 T 500 0 T 600 0 T 700 0 T 800 0 T 900 0 T 1000 0"" stroke=""url(#spiralGradient)"" stroke-width=""10"" fill=""none"" transform=""rotate(315) scale(0.1)""/></g></svg>"
26,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""spiralGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient></defs><g transform=""translate(128,128)""><path d=""M 0 0 Q 50 -50 100 0 T 200 0 T 300 0 T 400 0 T 500 0 T 600 0 T 700 0 T 800 0 T 900 0 T 1000 0"" stroke=""url(#spiralGradient)"" stroke-width=""10"" fill=""none"" transform=""rotate(45) scale(0.1)""/><path d=""M 0 0 Q 50 -50 100 0 T 200 0 T 300 0 T 400 0 T 500 0 T 600 0 T 700 0 T 800 0 T 900 0 T 1000 0"" stroke=""url(#spiralGradient)"" stroke-width=""10"" fill=""none"" transform=""rotate(135) scale(0.1)""/><path d=""M 0 0 Q 50 -50 100 0 T 200 0 T 300 0 T 400 0 T 500 0 T 600 0 T 700 0 T 800 0 T 900 0 T 1000 0"" stroke=""url(#spiralGradient)"" stroke-width=""10"" fill=""none"" transform=""rotate(225) scale(0.1)""/><path d=""M 0 0 Q 50 -50 100 0 T 200 0 T 300 0 T 400 0 T 500 0 T 600 0 T 700 0 T 800 0 T 900 0 T 1000 0"" stroke=""url(#spiralGradient)"" stroke-width=""10"" fill=""none"" transform=""rotate(315) scale(0.1)""/></g></svg>"
27,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FFD700""/><stop offset=""100%"" stop-color=""#FF4500""/></linearGradient></defs><rect width=""256"" height=""256"" fill=""url(#skyGradient)""/><path d=""M0,180 Q64,140 128,180 T256,180 V256 H0 Z"" fill=""#D2B48C""/><path d=""M0,200 Q96,160 128,200 T256,200 V256 H0 Z"" fill=""#C2A87C"" opacity=""0.8""/><path d=""M0,220 Q128,180 128,220 T256,220 V256 H0 Z"" fill=""#B28C6C"" opacity=""0.6""/><path d=""M0,180 Q64,140 128,180 T256,180 V200 Q192,160 128,200 T0,200 Z"" fill=""#8B7355"" opacity=""0.5""/><path d=""M0,200 Q96,160 128,200 T256,200 V220 Q160,180 128,220 T0,220 Z"" fill=""#7A6345"" opacity=""0.4""/><path d=""M0,220 Q128,180 128,220 T256,220 V240 Q128,200 128,240 T0,240 Z"" fill=""#6A5235"" opacity=""0.3""/></svg>"
28,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FFD700""/><stop offset=""100%"" stop-color=""#FF4500""/></linearGradient></defs><rect width=""256"" height=""256"" fill=""url(#skyGradient)""/><path d=""M0,180 Q64,140 128,180 T256,180 V256 H0 Z"" fill=""#D2B48C""/><path d=""M0,200 Q96,160 128,200 T256,200 V256 H0 Z"" fill=""#C2A87C"" opacity=""0.8""/><path d=""M0,220 Q128,180 128,220 T256,220 V256 H0 Z"" fill=""#B28C6C"" opacity=""0.6""/><path d=""M0,180 Q64,140 128,180 T256,180 V200 Q192,160 128,200 T0,200 Z"" fill=""#8B7355"" opacity=""0.5""/><path d=""M0,200 Q96,160 128,200 T256,200 V220 Q160,180 128,220 T0,220 Z"" fill=""#7A6345"" opacity=""0.4""/><path d=""M0,220 Q128,180 128,220 T256,220 V240 Q128,200 128,240 T0,240 Z"" fill=""#6A5235"" opacity=""0.3""/></svg>"
29,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""50"" y=""20"" width=""156"" height=""216"" fill=""midnightblue"" stroke=""none""/><polyline points=""60,40 80,60 100,40 120,60 140,40 160,60 180,40 200,60"" stroke=""silver"" stroke-width=""2"" fill=""none""/><polyline points=""60,80 80,100 100,80 120,100 140,80 160,100 180,80 200,100"" stroke=""silver"" stroke-width=""2"" fill=""none""/><polyline points=""60,120 80,140 100,120 120,140 140,120 160,140 180,120 200,140"" stroke=""silver"" stroke-width=""2"" fill=""none""/><polyline points=""60,160 80,180 100,160 120,180 140,160 160,180 180,160 200,180"" stroke=""silver"" stroke-width=""2"" fill=""none""/><polyline points=""60,200 80,220 100,200 120,220 140,200 160,220 180,200 200,220"" stroke=""silver"" stroke-width=""2"" fill=""none""/><circle cx=""128"" cy=""50"" r=""8"" fill=""silver""/><circle cx=""128"" cy=""100"" r=""8"" fill=""silver""/><circle cx=""128"" cy=""150"" r=""8"" fill=""silver""/><circle cx=""128"" cy=""200"" r=""8"" fill=""silver""/></svg>"
30,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""50"" y=""20"" width=""156"" height=""216"" fill=""midnightblue"" stroke=""none""/><polyline points=""60,40 80,60 100,40 120,60 140,40 160,60 180,40 200,60"" stroke=""silver"" stroke-width=""2"" fill=""none""/><polyline points=""60,80 80,100 100,80 120,100 140,80 160,100 180,80 200,100"" stroke=""silver"" stroke-width=""2"" fill=""none""/><polyline points=""60,120 80,140 100,120 120,140 140,120 160,140 180,120 200,140"" stroke=""silver"" stroke-width=""2"" fill=""none""/><polyline points=""60,160 80,180 100,160 120,180 140,160 160,180 180,160 200,180"" stroke=""silver"" stroke-width=""2"" fill=""none""/><polyline points=""60,200 80,220 100,200 120,220 140,200 160,220 180,200 200,220"" stroke=""silver"" stroke-width=""2"" fill=""none""/><circle cx=""128"" cy=""50"" r=""8"" fill=""silver""/><circle cx=""128"" cy=""100"" r=""8"" fill=""silver""/><circle cx=""128"" cy=""150"" r=""8"" fill=""silver""/><circle cx=""128"" cy=""200"" r=""8"" fill=""silver""/></svg>"
31,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""0"" width=""256"" height=""128"" fill=""#FADADD""/><rect x=""0"" y=""128"" width=""256"" height=""128"" fill=""#E6E6FA""/><g fill=""#967BB6""><circle cx=""40"" cy=""160"" r=""8""/><circle cx=""80"" cy=""180"" r=""8""/><circle cx=""120"" cy=""160"" r=""8""/><circle cx=""160"" cy=""180"" r=""8""/><circle cx=""200"" cy=""160"" r=""8""/><circle cx=""240"" cy=""180"" r=""8""/><circle cx=""60"" cy=""200"" r=""8""/><circle cx=""100"" cy=""220"" r=""8""/><circle cx=""140"" cy=""200"" r=""8""/><circle cx=""180"" cy=""220"" r=""8""/><circle cx=""220"" cy=""200"" r=""8""/></g></svg>"
32,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""0"" width=""256"" height=""128"" fill=""#FADADD""/><rect x=""0"" y=""128"" width=""256"" height=""128"" fill=""#E6E6FA""/><g fill=""#967BB6""><circle cx=""40"" cy=""160"" r=""8""/><circle cx=""80"" cy=""180"" r=""8""/><circle cx=""120"" cy=""160"" r=""8""/><circle cx=""160"" cy=""180"" r=""8""/><circle cx=""200"" cy=""160"" r=""8""/><circle cx=""240"" cy=""180"" r=""8""/><circle cx=""60"" cy=""200"" r=""8""/><circle cx=""100"" cy=""220"" r=""8""/><circle cx=""140"" cy=""200"" r=""8""/><circle cx=""180"" cy=""220"" r=""8""/><circle cx=""220"" cy=""200"" r=""8""/></g></svg>"
33,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""0"" width=""256"" height=""128"" fill=""#FADADD""/><rect x=""0"" y=""128"" width=""256"" height=""128"" fill=""#E6E6FA""/><g fill=""#967BB6""><circle cx=""40"" cy=""160"" r=""8""/><circle cx=""80"" cy=""180"" r=""8""/><circle cx=""120"" cy=""160"" r=""8""/><circle cx=""160"" cy=""180"" r=""8""/><circle cx=""200"" cy=""160"" r=""8""/><circle cx=""240"" cy=""180"" r=""8""/><circle cx=""60"" cy=""200"" r=""8""/><circle cx=""100"" cy=""220"" r=""8""/><circle cx=""140"" cy=""200"" r=""8""/><circle cx=""180"" cy=""220"" r=""8""/><circle cx=""220"" cy=""200"" r=""8""/></g></svg>"
34,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""0"" width=""256"" height=""128"" fill=""#FADADD""/><rect x=""0"" y=""128"" width=""256"" height=""128"" fill=""#E6E6FA""/><g fill=""#967BB6""><circle cx=""40"" cy=""160"" r=""8""/><circle cx=""80"" cy=""180"" r=""8""/><circle cx=""120"" cy=""160"" r=""8""/><circle cx=""160"" cy=""180"" r=""8""/><circle cx=""200"" cy=""160"" r=""8""/><circle cx=""240"" cy=""180"" r=""8""/><circle cx=""60"" cy=""200"" r=""8""/><circle cx=""100"" cy=""220"" r=""8""/><circle cx=""140"" cy=""200"" r=""8""/><circle cx=""180"" cy=""220"" r=""8""/><circle cx=""220"" cy=""200"" r=""8""/></g></svg>"
35,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""0"" width=""256"" height=""128"" fill=""#FADADD""/><rect x=""0"" y=""128"" width=""256"" height=""128"" fill=""#E6E6FA""/><g fill=""#967BB6""><circle cx=""40"" cy=""160"" r=""8""/><circle cx=""80"" cy=""180"" r=""8""/><circle cx=""120"" cy=""160"" r=""8""/><circle cx=""160"" cy=""180"" r=""8""/><circle cx=""200"" cy=""160"" r=""8""/><circle cx=""240"" cy=""180"" r=""8""/><circle cx=""60"" cy=""200"" r=""8""/><circle cx=""100"" cy=""220"" r=""8""/><circle cx=""140"" cy=""200"" r=""8""/><circle cx=""180"" cy=""220"" r=""8""/><circle cx=""220"" cy=""200"" r=""8""/></g></svg>"
36,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""ivory"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient><linearGradient id=""jade"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient></defs><g transform=""translate(128,128)""><rect x=""-128"" y=""-128"" width=""256"" height=""256"" fill=""url(#ivory)""/><g transform=""rotate(45)""><polygon points=""0,0 64,0 64,64 0,64"" fill=""url(#jade)""/><polygon points=""64,0 128,0 128,64 64,64"" fill=""url(#ivory)""/><polygon points=""128,0 192,0 192,64 128,64"" fill=""url(#jade)""/><polygon points=""192,0 256,0 256,64 192,64"" fill=""url(#ivory)""/><polygon points=""0,64 64,64 64,128 0,128"" fill=""url(#ivory)""/><polygon points=""64,64 128,64 128,128 64,128"" fill=""url(#jade)""/><polygon points=""128,64 192,64 192,128 128,128"" fill=""url(#ivory)""/><polygon points=""192,64 256,64 256,128 192,128"" fill=""url(#jade)""/><polygon points=""0,128 64,128 64,192 0,192"" fill=""url(#jade)""/><polygon points=""64,128 128,128 128,192 64,192"" fill=""url(#ivory)""/><polygon points=""128,128 192,128 192,192 128,192"" fill=""url(#jade)""/><polygon points=""192,128 256,128 256,192 192,192"" fill=""url(#ivory)""/><polygon points=""0,192 64,192 64,256 0,256"" fill=""url(#ivory)""/><polygon points=""64,192 128,192 128,256 64,256"" fill=""url(#jade)""/><polygon points=""128,192 192,192 192,256 128,256"" fill=""url(#ivory)""/><polygon points=""192,192 256,192 256,256 192,256"" fill=""url(#jade)""/></g></g></svg>"
37,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""ivory"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient><linearGradient id=""jade"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient></defs><g transform=""translate(128,128)""><rect x=""-128"" y=""-128"" width=""256"" height=""256"" fill=""url(#ivory)""/><g transform=""rotate(45)""><polygon points=""0,0 64,0 64,64 0,64"" fill=""url(#jade)""/><polygon points=""64,0 128,0 128,64 64,64"" fill=""url(#ivory)""/><polygon points=""128,0 192,0 192,64 128,64"" fill=""url(#jade)""/><polygon points=""192,0 256,0 256,64 192,64"" fill=""url(#ivory)""/><polygon points=""0,64 64,64 64,128 0,128"" fill=""url(#ivory)""/><polygon points=""64,64 128,64 128,128 64,128"" fill=""url(#jade)""/><polygon points=""128,64 192,64 192,128 128,128"" fill=""url(#ivory)""/><polygon points=""192,64 256,64 256,128 192,128"" fill=""url(#jade)""/><polygon points=""0,128 64,128 64,192 0,192"" fill=""url(#jade)""/><polygon points=""64,128 128,128 128,192 64,192"" fill=""url(#ivory)""/><polygon points=""128,128 192,128 192,192 128,192"" fill=""url(#jade)""/><polygon points=""192,128 256,128 256,192 192,192"" fill=""url(#ivory)""/><polygon points=""0,192 64,192 64,256 0,256"" fill=""url(#ivory)""/><polygon points=""64,192 128,192 128,256 64,256"" fill=""url(#jade)""/><polygon points=""128,192 192,192 192,256 128,256"" fill=""url(#ivory)""/><polygon points=""192,192 256,192 256,256 192,256"" fill=""url(#jade)""/></g></g></svg>"
38,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><path d=""M50,200 Q128,50 206,200"" fill=""none"" stroke=""gray"" stroke-width=""10""/><rect x=""40"" y=""190"" width=""176"" height=""20"" fill=""gray""/><path d=""M60,190 C70,180 90,170 110,180 C130,190 150,170 170,180 C190,190 210,170 230,180"" fill=""none"" stroke=""green"" stroke-width=""5""/><path d=""M70,180 C80,170 100,160 120,170 C140,180 160,160 180,170 C200,180 220,160 240,170"" fill=""none"" stroke=""green"" stroke-width=""5""/><path d=""M80,170 C90,160 110,150 130,160 C150,170 170,150 190,160 C210,170 230,150 250,160"" fill=""none"" stroke=""green"" stroke-width=""5""/><ellipse cx=""60"" cy=""180"" rx=""5"" ry=""10"" fill=""darkgreen"" transform=""rotate(45,60,180)""/><ellipse cx=""110"" cy=""170"" rx=""5"" ry=""10"" fill=""darkgreen"" transform=""rotate(45,110,170)""/><ellipse cx=""170"" cy=""170"" rx=""5"" ry=""10"" fill=""darkgreen"" transform=""rotate(45,170,170)""/><ellipse cx=""230"" cy=""170"" rx=""5"" ry=""10"" fill=""darkgreen"" transform=""rotate(45,230,170)""/></svg>"
39,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><path d=""M50,200 Q128,50 206,200"" fill=""none"" stroke=""gray"" stroke-width=""10""/><rect x=""40"" y=""190"" width=""176"" height=""20"" fill=""gray""/><path d=""M60,190 C70,180 90,170 110,180 C130,190 150,170 170,180 C190,190 210,170 230,180"" fill=""none"" stroke=""green"" stroke-width=""5""/><path d=""M70,180 C80,170 100,160 120,170 C140,180 160,160 180,170 C200,180 220,160 240,170"" fill=""none"" stroke=""green"" stroke-width=""5""/><path d=""M80,170 C90,160 110,150 130,160 C150,170 170,150 190,160 C210,170 230,150 250,160"" fill=""none"" stroke=""green"" stroke-width=""5""/><ellipse cx=""60"" cy=""180"" rx=""5"" ry=""10"" fill=""darkgreen"" transform=""rotate(45,60,180)""/><ellipse cx=""110"" cy=""170"" rx=""5"" ry=""10"" fill=""darkgreen"" transform=""rotate(45,110,170)""/><ellipse cx=""170"" cy=""170"" rx=""5"" ry=""10"" fill=""darkgreen"" transform=""rotate(45,170,170)""/><ellipse cx=""230"" cy=""170"" rx=""5"" ry=""10"" fill=""darkgreen"" transform=""rotate(45,230,170)""/></svg>"
40,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><path d=""M50,200 Q128,50 206,200"" fill=""none"" stroke=""gray"" stroke-width=""10""/><rect x=""40"" y=""190"" width=""176"" height=""20"" fill=""gray""/><path d=""M60,190 C70,180 90,170 110,180 C130,190 150,170 170,180 C190,190 210,170 230,180"" fill=""none"" stroke=""green"" stroke-width=""5""/><path d=""M70,180 C80,170 100,160 120,170 C140,180 160,160 180,170 C200,180 220,160 240,170"" fill=""none"" stroke=""green"" stroke-width=""5""/><path d=""M80,170 C90,160 110,150 130,160 C150,170 170,150 190,160 C210,170 230,150 250,160"" fill=""none"" stroke=""green"" stroke-width=""5""/><ellipse cx=""60"" cy=""180"" rx=""5"" ry=""10"" fill=""darkgreen"" transform=""rotate(45,60,180)""/><ellipse cx=""110"" cy=""170"" rx=""5"" ry=""10"" fill=""darkgreen"" transform=""rotate(45,110,170)""/><ellipse cx=""170"" cy=""170"" rx=""5"" ry=""10"" fill=""darkgreen"" transform=""rotate(45,170,170)""/><ellipse cx=""230"" cy=""170"" rx=""5"" ry=""10"" fill=""darkgreen"" transform=""rotate(45,230,170)""/></svg>"
41,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""amberGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient><linearGradient id=""sapphireGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient></defs><g transform=""translate(128, 128)""><polygon points=""0,-100 29,-40 95,-31 48,15 59,80 0,50 -59,80 -48,15 -95,-31 -29,-40"" fill=""url(#amberGradient)""/><polygon points=""0,-80 23,-32 76,-25 38,12 47,64 0,40 -47,64 -38,12 -76,-25 -23,-32"" fill=""url(#sapphireGradient)""/><polygon points=""0,-60 17,-24 57,-19 29,9 35,48 0,30 -35,48 -29,9 -57,-19 -17,-24"" fill=""url(#amberGradient)""/><polygon points=""0,-40 12,-16 38,-13 19,6 23,32 0,20 -23,32 -19,6 -38,-13 -12,-16"" fill=""url(#sapphireGradient)""/></g></svg>"
42,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""amberGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient><linearGradient id=""sapphireGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient></defs><g transform=""translate(128, 128)""><polygon points=""0,-100 29,-40 95,-31 48,15 59,80 0,50 -59,80 -48,15 -95,-31 -29,-40"" fill=""url(#amberGradient)""/><polygon points=""0,-80 23,-32 76,-25 38,12 47,64 0,40 -47,64 -38,12 -76,-25 -23,-32"" fill=""url(#sapphireGradient)""/><polygon points=""0,-60 17,-24 57,-19 29,9 35,48 0,30 -35,48 -29,9 -57,-19 -17,-24"" fill=""url(#amberGradient)""/><polygon points=""0,-40 12,-16 38,-13 19,6 23,32 0,20 -23,32 -19,6 -38,-13 -12,-16"" fill=""url(#sapphireGradient)""/></g></svg>"
43,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""amberGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient><linearGradient id=""sapphireGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient></defs><g transform=""translate(128, 128)""><polygon points=""0,-100 29,-40 95,-31 48,15 59,80 0,50 -59,80 -48,15 -95,-31 -29,-40"" fill=""url(#amberGradient)""/><polygon points=""0,-80 23,-32 76,-25 38,12 47,64 0,40 -47,64 -38,12 -76,-25 -23,-32"" fill=""url(#sapphireGradient)""/><polygon points=""0,-60 17,-24 57,-19 29,9 35,48 0,30 -35,48 -29,9 -57,-19 -17,-24"" fill=""url(#amberGradient)""/><polygon points=""0,-40 12,-16 38,-13 19,6 23,32 0,20 -23,32 -19,6 -38,-13 -12,-16"" fill=""url(#sapphireGradient)""/></g></svg>"
44,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""amberGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient><linearGradient id=""sapphireGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient></defs><g transform=""translate(128, 128)""><polygon points=""0,-100 29,-40 95,-31 48,15 59,80 0,50 -59,80 -48,15 -95,-31 -29,-40"" fill=""url(#amberGradient)""/><polygon points=""0,-80 23,-32 76,-25 38,12 47,64 0,40 -47,64 -38,12 -76,-25 -23,-32"" fill=""url(#sapphireGradient)""/><polygon points=""0,-60 17,-24 57,-19 29,9 35,48 0,30 -35,48 -29,9 -57,-19 -17,-24"" fill=""url(#amberGradient)""/><polygon points=""0,-40 12,-16 38,-13 19,6 23,32 0,20 -23,32 -19,6 -38,-13 -12,-16"" fill=""url(#sapphireGradient)""/></g></svg>"
45,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""sunsetGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FF4500""/><stop offset=""100%"" stop-color=""#FF8C00""/></linearGradient></defs><rect width=""256"" height=""256"" fill=""url(#sunsetGradient)""/><polygon points=""0,256 50,150 100,200 150,120 200,180 256,256"" fill=""#2F4F4F""/></svg>"
46,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""sunsetGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FF4500""/><stop offset=""100%"" stop-color=""#FF8C00""/></linearGradient></defs><rect width=""256"" height=""256"" fill=""url(#sunsetGradient)""/><polygon points=""0,256 50,150 100,200 150,120 200,180 256,256"" fill=""#2F4F4F""/></svg>"
47,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""50"" y=""100"" width=""156"" height=""80"" fill=""#8B0000"" stroke=""#4B0000"" stroke-width=""2""/><polygon points=""50,100 206,100 206,60 180,60 180,80 76,80 76,60 50,60"" fill=""#8B0000"" stroke=""#4B0000"" stroke-width=""2""/><rect x=""60"" y=""110"" width=""136"" height=""60"" fill=""#A52A2A"" stroke=""#4B0000"" stroke-width=""2""/><rect x=""60"" y=""180"" width=""20"" height=""40"" fill=""#8B4513""/><rect x=""176"" y=""180"" width=""20"" height=""40"" fill=""#8B4513""/><rect x=""90"" y=""180"" width=""10"" height=""40"" fill=""#8B4513""/><rect x=""156"" y=""180"" width=""10"" height=""40"" fill=""#8B4513""/></svg>"
48,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""50"" y=""100"" width=""156"" height=""80"" fill=""#8B0000"" stroke=""#4B0000"" stroke-width=""2""/><polygon points=""50,100 206,100 206,60 180,60 180,80 76,80 76,60 50,60"" fill=""#8B0000"" stroke=""#4B0000"" stroke-width=""2""/><rect x=""60"" y=""110"" width=""136"" height=""60"" fill=""#A52A2A"" stroke=""#4B0000"" stroke-width=""2""/><rect x=""60"" y=""180"" width=""20"" height=""40"" fill=""#8B4513""/><rect x=""176"" y=""180"" width=""20"" height=""40"" fill=""#8B4513""/><rect x=""90"" y=""180"" width=""10"" height=""40"" fill=""#8B4513""/><rect x=""156"" y=""180"" width=""10"" height=""40"" fill=""#8B4513""/></svg>"
